更新时间,#genre#
20260101-18-35-00,url


RespoTime,whitelist,#genre#
395.84ms,哈尔滨生活,http://streamings.hrbtv.net/09e35fcca53542bfa24a6b34e0fc2ff8/h264_400k_ts/index.m3u8?type=hls_live_redirect
395.85ms,CCTV高尔夫网球,http://220.176.218.76:9000/udp/239.252.219.95:5140
395.86ms,北京IPTV淘电影,http://114.241.251.105:4022/rtp/239.3.1.250:8001
395.86ms,河南民生,http://221.13.234.7:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
395.94ms,哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
395.98ms,CCTV6-电影,https://stream1.freetv.fun/4cb45951cae51c9b1f16b705c4417c13937bb49c35804a4f95e9f3478b5a9a92.m3u8
396.00ms,宁夏卫视,https://stream1.freetv.fun/bbdd34baf660b2abd7cd2ec65254ab66906d26a7958a0c249bb9f7eaac1b051a.m3u8
396.02ms,CCTV央视台球,http://220.176.218.76:9000/udp/239.252.219.80:5140
396.09ms,天津卫视,http://121.231.100.196:8095/rtp/239.49.8.35:8620
396.13ms,河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
396.16ms,广东卫视,http://121.231.100.196:8095/rtp/239.49.8.13:9422
396.23ms,河北卫视,http://58.57.40.22:9901/tsfile/live/1044_1.m3u8
396.26ms,山东少儿,http://58.57.40.22:9901/tsfile/live/1024_1.m3u8
396.27ms,CCTV第一剧场,http://27.191.202.133:19999/rtp/239.254.201.218:7258
396.46ms,东方卫视,http://220.176.218.76:9000/udp/239.252.219.229:5140
396.55ms,重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
396.60ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-16.m3u8
396.68ms,黑龙江卫视,http://121.231.100.196:8095/rtp/239.49.8.14:9426
396.72ms,清远文旅生活,http://183.236.43.98:4013/udp/239.253.43.34:5146
396.98ms,贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
397.06ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-19.m3u8
397.12ms,新疆卫视,http://27.191.202.133:19999/rtp/239.254.200.89:8160
397.20ms,北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
397.20ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-2.m3u8
397.39ms,浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
397.50ms,宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8
397.63ms,浙江卫视,http://220.169.100.41:10087/udp/239.76.253.182:9000
397.71ms,CCTV7-国防军事,https://stream1.freetv.fun/1ac4f534b2dbb039f6e3c6a98e44d0088fd1d34213687143a1ee521df16a4f90.m3u8
397.76ms,金鹰纪实,http://60.2.190.206:4000/rtp/239.253.92.103:6054
397.87ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-1.m3u8
397.97ms,江西卫视,http://121.231.100.196:8095/rtp/239.49.8.185:6000
398.18ms,金鹰纪实,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-7.m3u8
398.23ms,CCTV2,http://221.13.234.7:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
398.36ms,哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
398.95ms,天津卫视,http://111.113.88.146:2000/rtp/239.121.4.72:8406
399.04ms,CCTV15-音乐,http://112.46.85.60:8009/hls/15/index.m3u8
399.15ms,CCTV3-综艺,http://60.2.190.206:4000/udp/239.253.92.191:6057
399.23ms,四川卫视,http://112.46.105.20:8009/hls/41/index.m3u8
399.37ms,广西卫视,http://220.176.218.76:9000/udp/239.252.219.183:5140
399.38ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-1.ctv
399.39ms,兵团卫视,http://113.26.202.52:1299/tsfile/live/0115_1.m3u8
399.41ms,江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
399.43ms,山东齐鲁,http://123.130.84.106:8154/tsfile/live/1001_1.m3u8
399.46ms,CCTV女性时尚,http://58.46.68.236:8188/udp/239.76.254.55:9000
399.49ms,辽宁都市,https://stream1.freetv.fun/liao-zhu-du-shi-5.m3u8
399.57ms,南宁都市生活,https://stream1.freetv.fun/nan-zhu-du-shi-sheng-huo-3.m3u8
399.61ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-7.m3u8
399.70ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-6.ctv
399.79ms,CCTV第一剧场,http://183.162.205.235:4022/rtp/238.1.79.63:4640
399.81ms,翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
399.88ms,CCTV6-电影,http://60.2.190.206:4000/udp/239.253.92.193:6058
399.89ms,湖北卫视,http://58.57.40.22:9901/tsfile/live/1038_1.m3u8
399.98ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-5.ctv
399.99ms,河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8
400.05ms,CCTV14-少儿,https://stream1.freetv.fun/cctv14-65.m3u8
400.09ms,辽宁卫视,http://58.17.116.69:9903/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0
400.16ms,云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
400.17ms,重庆卫视,http://183.162.205.235:4022/rtp/238.1.78.31:6176
400.18ms,湖南卫视,http://183.162.205.235:4022/rtp/238.1.78.160:7152
400.47ms,辽宁卫视,http://112.46.85.60:8009/hls/54/index.m3u8
400.56ms,CCTV12-社会与法,https://stream1.freetv.fun/bc0c57f3ba2aafe4da0f9f2d7ab1daaa00b01f677be68a5bc68c11171cc3b6ca.m3u8
400.63ms,北京卫视,http://112.46.85.60:8009/hls/35/index.m3u8
400.95ms,广西卫视,http://113.26.202.52:1299/tsfile/live/0113_1.m3u8
401.05ms,CCTV10-科教,https://stream1.freetv.fun/e80c42bf7edf60df8a31f6bd221d0798622512c7c3adc6f3fe2bae17dfed5b97.m3u8
401.09ms,四川卫视,http://112.46.85.60:8009/hls/41/index.m3u8
401.14ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-1.ctv
401.15ms,重庆卫视,http://106.59.2.207:55555/rtp/239.200.200.49:8264
401.17ms,CCTV5-体育,http://112.46.85.60:8009/hls/503/index.m3u8
401.21ms,北京卫视,http://112.46.105.20:8009/hls/35/index.m3u8
401.25ms,睛彩羽毛球,http://114.241.251.105:4022/rtp/239.3.1.127:8001
401.31ms,江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8
401.32ms,兵团卫视,http://home.yulei.online:9999/udp/226.0.2.62:8408
401.32ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-7.ctv
401.39ms,济南综合,https://stream1.freetv.fun/ji-nan-zong-he-2.m3u8
401.53ms,山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
401.63ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-10.m3u8
401.68ms,北京卫视,https://stream1.freetv.fun/9a04539c74e46e6df1cc2314f4ad5b56e4f9183117ddabcaa54faf0f6fd2f6e4.m3u8
401.75ms,CCTV12-社会与法,http://112.46.85.60:8009/hls/507/index.m3u8
401.79ms,海南卫视,http://36.136.38.87:9901/tsfile/live/0114_1.m3u8
401.81ms,CCTV2-财经,https://stream1.freetv.fun/0c2d56a09c4103a4bd2a0b1fce3daaafa5402ea91fb9166faa2489ce5c440506.m3u8
401.93ms,北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8
401.99ms,CCTV14-少儿,https://stream1.freetv.fun/2cd992d2936611742cbaa48d0dabf2d839672b311b9634b59dde9f649c167945.m3u8
402.13ms,宁夏卫视,https://stream1.freetv.fun/3aa4677fca028368355fa4d42f6c2c101a5cc1407e4d0a83a23ddfe8f5ee3181.m3u8
402.14ms,福建新闻,http://live.xmcdn.com/live/792/64.m3u8
402.15ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-1.m3u8
402.22ms,快乐垂钓,http://106.59.2.207:55555/rtp/239.200.200.103:8400
402.22ms,青海卫视,https://stream1.freetv.fun/d80dbd44304e92ebbad7fd55f71bf9a308c53fcc29593eae8aefbed892ab2a6b.m3u8
402.31ms,吉林卫视,http://183.162.205.235:4022/rtp/238.1.79.48:4496
402.34ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
402.55ms,黑龙江卫视,http://111.113.88.146:2000/rtp/239.121.4.120:8702
402.72ms,CCTV第一剧场,http://183.236.43.98:4013/udp/239.253.43.15:5146
402.72ms,宁夏卫视,http://112.46.85.60:8009/hls/52/index.m3u8
402.75ms,安徽卫视,http://114.100.195.41:4022/rtp/238.1.78.150:7072
402.78ms,天津卫视,http://36.136.38.87:9901/tsfile/live/0135_1.m3u8
402.83ms,绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-3.m3u8
402.96ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-2.m3u8
403.01ms,铜梁综合,http://183.64.174.171:40123/ch1.m3u8
403.06ms,CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
403.17ms,山东卫视,http://112.46.105.20:8009/hls/40/index.m3u8
403.18ms,武汉二台电视剧,https://stream1.freetv.fun/wu-yi-2dian-shi-ju-1.m3u8
403.19ms,卡酷少儿,http://106.59.2.207:55555/rtp/239.200.200.64:8324
403.20ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-1.m3u8
403.26ms,超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
403.31ms,宁夏卫视,http://112.46.105.20:8009/hls/52/index.m3u8
403.33ms,广东卫视,https://stream1.freetv.fun/254cd336bd5b0df6d92107dc982893be1b2e931a8e1c144ee600993d9de7c3cd.m3u8
403.36ms,兰溪新闻综合,https://stream1.freetv.fun/lan-xi-xin-wen-zong-he-1.m3u8
403.38ms,CCTV13-新闻,http://36.136.38.87:9901/tsfile/live/0013_1.m3u8
403.42ms,CCTV12-社会与法,http://36.136.38.87:9901/tsfile/live/0012_1.m3u8
403.51ms,上海都市剧场,http://111.162.204.64:8686/rtp/225.1.1.146:5002
403.57ms,开化新闻综合,https://stream1.freetv.fun/kai-hua-xin-wen-zong-he-1.m3u8
403.67ms,河北卫视,http://112.46.85.60:8009/hls/55/index.m3u8
403.68ms,哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
403.70ms,CCTV16-奥林匹克,http://111.43.126.240:9003/hls/29/index.m3u8
403.70ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-9.ctv
403.73ms,八大综合,https://stream1.freetv.fun/ba-da-zong-he-2.m3u8
403.74ms,重庆卫视,http://121.29.141.237:4022/rtp/239.253.92.10:6053
403.76ms,海南卫视,https://stream1.freetv.fun/5f566bda63c98eaf917eb753437fd72546c9015a8495c02c3033d4185b2e560d.m3u8
403.82ms,河北卫视,http://8.138.7.223/tv/hebtv.m3u8
403.86ms,江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8
403.88ms,辽宁北方,http://36.129.58.53:8008/paiptv/LNBF.m3u8
403.90ms,CCTV11-戏曲,http://112.46.85.60:8009/hls/11/index.m3u8
403.93ms,江苏卫视,http://112.46.105.20:8009/hls/33/index.m3u8
403.95ms,东方卫视,http://58.17.116.69:9903/tsfile/live/0107_2.m3u8?key=txiptv&playlive=0&authid=0
404.05ms,贵州卫视,http://112.46.85.60:8009/hls/50/index.m3u8
404.10ms,深圳卫视,http://36.136.38.87:9901/tsfile/live/0126_1.m3u8
404.13ms,重庆卫视,http://36.136.38.87:9901/tsfile/live/0142_1.m3u8
404.13ms,河北卫视,http://183.215.211.219:9998/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
404.36ms,CCTV11-戏曲,https://stream1.freetv.fun/b0a1851b132a32c2caf37955097c561857438e3b9224ad437299c503249be6f4.m3u8
404.41ms,青海卫视,https://stream1.freetv.fun/6e50febc9974f1326a814a9939bfdea21b5efd538416c84e7f1eb187ff5c7172.m3u8
404.47ms,北京卫视,https://stream1.freetv.fun/bfd48a0fc057ee1c7fc8b6cac592b9f9ca1cfd00b2ef04c0c68f6fea69970b27.m3u8
404.47ms,山东卫视,http://183.162.205.235:4022/rtp/238.1.78.169:7224
404.47ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-15.ctv
404.65ms,CCTV12-社会与法,http://112.46.105.20:8009/hls/507/index.m3u8
404.71ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-12.m3u8
404.77ms,北京IPTV4K超清,http://114.241.251.105:4022/rtp/239.3.1.249:8001
404.77ms,铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
404.83ms,云南卫视,http://36.136.38.87:9901/tsfile/live/0119_1.m3u8
404.87ms,CCTV9-纪录,https://stream1.freetv.fun/a48bd3e56bf90338a9823c0b7ebd46dbb37139fc90821e228460ac4b633d9c9c.m3u8
404.92ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-7.m3u8
404.94ms,CCTV1-综合,http://112.46.85.60:8009/hls/501/index.m3u8
404.94ms,永嘉新闻综合,https://stream1.freetv.fun/yong-jia-xin-wen-zong-he-3.ctv
404.99ms,重庆卫视,http://111.113.88.146:2000/rtp/239.121.4.36:8190
405.00ms,CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113
405.01ms,CCTV14-少儿,http://home.yulei.online:9999/udp/226.0.2.31:8160
405.05ms,河南卫视,http://113.26.202.52:1299/tsfile/live/0139_1.m3u8
405.12ms,新疆卫视,http://112.46.85.60:8009/hls/61/index.m3u8
405.13ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-3.m3u8
405.15ms,CCTV10-科教,http://112.46.105.20:8009/hls/506/index.m3u8
405.19ms,河北卫视,http://36.136.38.87:9901/tsfile/live/0117_1.m3u8
405.20ms,浙江新闻,http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8
405.22ms,CCTV14-少儿,http://60.2.190.206:4000/udp/239.253.92.198:6063
405.25ms,广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8
405.34ms,浙江卫视,http://218.92.37.174:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
405.45ms,华数爱上4K,http://114.241.251.105:4022/rtp/239.3.1.236:2000
405.51ms,CCTV风云剧场,http://58.46.68.236:8188/udp/239.76.254.50:9000
405.67ms,河南卫视,http://36.136.38.87:9901/tsfile/live/0139_1.m3u8
405.70ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-11.ctv
405.75ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-15.ctv
405.78ms,广西卫视,http://36.136.38.87:9901/tsfile/live/0113_1.m3u8
405.83ms,CHC影迷电影,http://111.162.204.64:8686/rtp/225.1.1.214:5002
405.96ms,武汉四台经济,https://stream1.freetv.fun/wu-yi-jing-ji-1.m3u8
406.04ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-16.m3u8
406.06ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-2.m3u8
406.11ms,睛彩广场舞,http://114.241.251.105:4022/rtp/239.3.1.128:8001
406.14ms,吉林卫视,https://stream1.freetv.fun/444a29ce0334e355b7f3aefa34b4c97cf208294ebeda8a2af39dbd4df2a21031.m3u8
406.14ms,黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
406.17ms,北京卫视,https://stream1.freetv.fun/786bf920787f92216b3f39c74879c122dbb5dfe0f0d4082b5f43fdf3c8a75474.m3u8
406.19ms,CCTV13-新闻,http://120.211.62.180:8000/hls/13/index.m3u8
406.21ms,东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8
406.24ms,四川卫视,http://36.136.38.87:9901/tsfile/live/0123_1.m3u8
406.25ms,CCTV17-农业农村,https://stream1.freetv.fun/d8b7ff5633a3ddbce9eaa0ff2431fa601b88302391aa01a7e37fbd2d940a7079.m3u8
406.28ms,CCTV5-体育,https://stream1.freetv.fun/369409d97d759ea1f24ef8b50d27ab6cc3ec36bdb248712a0334881f395a7174.m3u8
406.38ms,山西卫视,http://113.26.202.52:1299/tsfile/live/0118_1.m3u8
406.41ms,贵州卫视,https://stream1.freetv.fun/3b4a9dc8bfa66db6d79ebf463530bd2aefb40a4df6ba0879b2f4a7b078acda8d.m3u8
406.48ms,CCTV8-电视剧,https://stream1.freetv.fun/ae4670e4adf468468cf9116e204824e2c0963be9e2f3add26d7ba7f6861f6d44.m3u8
406.49ms,广东卫视,http://111.113.88.146:2000/rtp/239.121.4.118:8690
406.58ms,杭州生活,https://stream1.freetv.fun/hang-zhou-sheng-huo-5.ctv
406.66ms,CCTV5-体育,http://112.46.105.20:8009/hls/503/index.m3u8
406.68ms,广东珠江频道,http://183.236.43.98:4013/udp/239.77.0.1:5146
406.85ms,吉林卫视,http://112.46.105.20:8009/hls/48/index.m3u8
406.95ms,乐山新闻综合,https://stream1.freetv.fun/le-shan-xin-wen-zong-he-2.m3u8
406.96ms,CCTV9-纪录,https://stream1.freetv.fun/468810bb8a5aea0738c0e707e4b0ed227aeb431a11a977aa1a43fd542997f525.m3u8
406.97ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-8.m3u8
406.99ms,青海卫视,https://stream1.freetv.fun/fad5348a9b285c835736b9f812f4785acff0120fc543ca59063b87dca13e7229.m3u8
407.08ms,十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-1.m3u8
407.10ms,北京卫视,http://36.136.38.87:9901/tsfile/live/0122_1.m3u8
407.27ms,香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8
407.28ms,杭州生活,https://stream1.freetv.fun/hang-zhou-sheng-huo-2.ctv
407.34ms,浙江卫视,http://112.46.105.20:8009/hls/34/index.m3u8
407.38ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
407.66ms,IPTV相声小品,http://220.176.218.76:9000/rtp/239.252.220.146:5140
407.69ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv
407.77ms,安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8
407.91ms,山西卫视,http://36.136.38.87:9901/tsfile/live/0118_1.m3u8
408.00ms,广西卫视,http://btjg.net:809/hls/40/index.m3u8
408.09ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-4.ctv
408.10ms,浙江卫视,https://stream1.freetv.fun/2e3a01b886780ceca10b44bb6cdb57413757275a6fdcb083800db996bc2f81e3.m3u8
408.20ms,东方卫视,http://36.136.38.87:9901/tsfile/live/0107_1.m3u8
408.20ms,广东卫视,http://39.152.103.17:8089/tsfile/live/1042_1.m3u8
408.28ms,厦门卫视,http://125.42.148.189:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
408.32ms,黑龙江影视,http://111.43.126.240:9003/hls/7/index.m3u8
408.55ms,山东卫视,http://36.136.38.87:9901/tsfile/live/0131_1.m3u8
408.60ms,新疆卫视,http://112.46.105.20:8009/hls/61/index.m3u8
408.63ms,CCTV4-中文国际,http://113.26.202.52:1299/tsfile/live/0004_1.m3u8
408.71ms,石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-9.ctv
409.13ms,火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
409.13ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-35.m3u8
409.15ms,东南卫视,http://39.152.103.17:8089/tsfile/live/1081_1.m3u8
409.28ms,辽宁卫视,http://180.105.201.135:9981/rtp/239.49.8.48:8000
409.44ms,CCTV12-社会与法,http://39.152.103.17:8089/tsfile/live/1011_1.m3u8
409.69ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-6.ctv
409.70ms,CCTV6-电影,http://39.152.103.17:8089/tsfile/live/1005_1.m3u8
409.81ms,CCTV3-综艺,https://stream1.freetv.fun/33711cece64c9077907fa3caea452361f539772402550ca53ae2c9b00a3211b3.m3u8
409.82ms,CCTV5-体育,http://39.152.103.17:8089/tsfile/live/1004_1.m3u8
409.94ms,CCTV7-国防军事,https://stream1.freetv.fun/8934b3a24d7d16e8834b2710951ff476c08771d1709586c9a1a2c11ff705f012.m3u8
409.96ms,翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
410.04ms,贵州卫视,http://36.136.38.87:9901/tsfile/live/0120_1.m3u8
410.18ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-2.ctv
410.21ms,浙江卫视,http://36.136.38.87:9901/tsfile/live/0124_1.m3u8
410.32ms,吉林卫视,http://36.136.38.87:9901/tsfile/live/0116_1.m3u8
410.48ms,CCTV央视台球,http://111.162.204.64:8686/rtp/225.1.2.170:5002
410.83ms,湖南卫视,http://112.46.105.20:8009/hls/32/index.m3u8
410.85ms,湖南卫视,https://stream1.freetv.fun/5f57f38f549db9a3a2c3bd3ee1f755d9d29e0f2cfa6af6d1870b27d446807381.m3u8
411.00ms,浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-7.m3u8
411.05ms,山东卫视,http://219.145.59.166:8888/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
411.15ms,金鹰纪实,http://111.162.204.64:8686/rtp/225.1.1.124:5002
411.16ms,广东卫视,http://36.136.38.87:9901/tsfile/live/0125_1.m3u8
411.17ms,陕西卫视,http://36.136.38.87:9901/tsfile/live/0136_1.m3u8
411.25ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-8.m3u8
411.28ms,山东卫视,http://112.46.85.60:8009/hls/40/index.m3u8
411.49ms,东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-gao-qing-2.m3u8
411.51ms,海南卫视,http://121.29.141.237:4022/rtp/239.253.93.155:6323
411.52ms,山东卫视,http://114.241.251.105:4022/rtp/239.3.1.209:8052
411.77ms,CCTV13-新闻,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
411.83ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-3.m3u8
411.88ms,湖北卫视,http://113.26.202.52:1299/tsfile/live/0132_1.m3u8
411.95ms,内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8
412.14ms,吉林卫视,https://stream1.freetv.fun/3638ffacb0a80fe415a91a12d71855c28bef9292217f9428a9ad860901524711.m3u8
412.31ms,海南卫视,http://144.255.32.146:8288/udp/239.21.2.14:5002
412.33ms,辽宁都市,https://stream1.freetv.fun/liao-zhu-du-shi-4.m3u8
412.47ms,CCTV3-综艺,http://112.46.105.20:8009/hls/3/index.m3u8
412.51ms,河北卫视,http://111.43.126.240:9003/hls/56/index.m3u8
412.55ms,杭州明珠,https://stream1.freetv.fun/hang-zhou-ming-zhu-1.ctv
412.57ms,甘肃卫视,http://113.26.202.52:1299/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
412.78ms,山西卫视,http://112.46.105.20:8009/hls/49/index.m3u8
412.91ms,新疆卫视,https://stream1.freetv.fun/20f40a367147b3bddbe28b9ed01aee9f9490aad1dc12b5cdd17cbf233dadbe17.m3u8
412.98ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-1.m3u8
412.98ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-6.m3u8
413.17ms,CCTV13-新闻,http://39.152.103.17:8089/tsfile/live/1012_1.m3u8
413.38ms,CCTV1-综合,http://39.152.103.17:8089/tsfile/live/1000_1.m3u8
413.49ms,CCTV15-音乐,http://112.46.105.20:8009/hls/15/index.m3u8
413.64ms,CCTV8-电视剧,http://112.46.105.20:8009/hls/8/index.m3u8
413.66ms,CCTV7-国防军事,https://stream1.freetv.fun/1497132229191e91b3639d978c24027b562370a170c05be96cd98927c947fc00.m3u8
413.69ms,石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-1.ctv
413.73ms,CCTV怀旧剧场,http://183.236.43.98:4013/udp/239.253.43.5:5146
413.92ms,江西卫视,http://36.136.38.87:9901/tsfile/live/0138_1.m3u8
413.97ms,CCTV4-中文国际,http://112.46.105.20:8009/hls/4/index.m3u8
414.33ms,江苏卫视,http://180.105.201.135:9981/rtp/239.49.8.16:9602
414.44ms,浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-4.m3u8
414.45ms,安徽卫视,http://36.136.38.87:9901/tsfile/live/0130_1.m3u8
414.47ms,湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
414.48ms,CCTV11-戏曲,http://112.46.105.20:8009/hls/11/index.m3u8
414.53ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-8.m3u8
414.53ms,文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
414.54ms,CCTV13-新闻,http://docker.hbwhphb.fun:35455/gaoma/cctv13.m3u8
414.56ms,CCTV8-电视剧,https://stream1.freetv.fun/1f298be1b8f964d2f0f401dd00fe8a2a6d9e6c74900ff8486a3a7115907f4426.m3u8
414.60ms,湖北卫视,http://112.46.85.60:8009/hls/39/index.m3u8
414.69ms,CCTV3-综艺,https://stream1.freetv.fun/b670e71aa7496c31573fb6634748c2aa292b1dfa63656d10f2bbdb33b49a23fd.m3u8
414.70ms,CCTV17-农业农村,http://39.152.103.17:8089/tsfile/live/1016_1.m3u8
414.82ms,济南新闻综合,https://stream1.freetv.fun/ji-nan-xin-wen-zong-he-7.m3u8
414.86ms,之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
415.34ms,新疆卫视,https://stream1.freetv.fun/ba74609f5ff97c464ff3140e1e89d4a2696465ab07503a47a8f5dc1607fba7d6.m3u8
415.43ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-12.ctv
415.51ms,CCTV7-国防军事,https://stream1.freetv.fun/ac01cb50d02dc19b524e493e1d65202f058f6d2061d1d137e70d84fc4b1ff86f.m3u8
415.65ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-2.m3u8
415.74ms,黑龙江卫视,http://111.162.204.64:8686/rtp/225.1.1.115:5002
415.94ms,北京IPTV淘娱乐,http://114.241.251.105:4022/rtp/239.3.1.100:8001
416.12ms,吉林卫视,https://stream1.freetv.fun/c8a8b8a24ab802c58f26f0520dc40cf341fbd5811ce1ae9327f2c63e26e8fc28.m3u8
416.17ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-13.ctv
416.26ms,陕西卫视,http://123.130.84.106:8154/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
416.34ms,CCTV兵器科技,http://183.162.205.235:4022/rtp/238.1.79.56:4584
